KODERS,NAMARS,VVIP,VIP,KELASI,KELASII,KELASIII,ICU,PICU,NICU,TTBAYIBARULAHIR,HCU,ICCU,IGD,TTOPERASI,TTISOLASI,TTD,DOKTERUMUM,DSPOG,DSPPD,DSPB,DSPRAD,DSPRM,DSPAN,DSPJP,DSPM,DSPTHT,DSPPK,DSPPARU,DSPBEDAHTHORAKS,DSPBEDAHANAK,DSPBEDAHORTHOPEDI,DOKTERSPA,DOKTERSKOPUKASI,DOKTERSPOROLUGI,DOKTERSPORTHOPEDI,DOKTERSPKULITDANKELAMIN,DOKTERSPFORENSIK,DOKTERSPPSIKIATRI,DOKTERSPOFTHALMOLOGI,DOKTERSPPATOLOGIANATOMI,DOKTERSPKESJIWA,DOKTERSPSARAF,DOKTERSPLAINNYA,DOKTERSPBEDAHSARAF,DOKTERSPBEDAHPLASTIK,DOKTERSUBSPESIALIS,DOKTERGIGI,DOKTERSPBEDAHMULUT,DOKTERSPKONSERVASU,DOKTERSPPENYAKITMULUT,DOKTERSPRADIOLOGI,DOKTERGIGISPKARANGGIGI,DOKTERGIGISPANAK,DOKTERGIGISPGIGITIRUAN,DOKTERGIGISPGIGIPERIODONISA,DOKTERGIGISPGIGILAINNYA,NERS,PERAWATBEDAH,PERAWATMATERNITAS,PERAWATKOMUNITAS,PERAWATGIGI,PERAWATAMNESTI,PERAWATANAK,PERAWATLAINNYA,BIDANPENDIDIK,BIDANKLINIK,APOTEKER,ANALISFARMASI,RADIOGRAFER,RADIOTERAPIS,ELEKTROMEDIS,TEKNISIGIGI,ANALISISKESEHATAN,REFRAKSIONIS,REKAMMEDIK,ORTOTIK,TEKNISITRANSFUSIDARAH,TEKNISIKARDIOVASKULAR,EPIDEMOLOGI,PROMOSIKESEHATAN,PERILAKU,KESJA,ADMINISTRASIKESEHATAN,BIOSTATISTIK,REPRODUKSI,INFORMASIKESEHATAN,KEMASLAINNYA,SANITASI,ENTOMOLOGI,MIKROBIOLOGI,KESEHATANLINGKUNGAN,TERAPIWICARA,NUTRISIONIS,DIETSIEN,FISIOTERAPI,TERAPIOKUPASI,AKUPUNTURIS,TM,MEJAOPERASI,MESINANESTESI,VENTILATOR,INKUBATOR,BLUELIGHT,USG,XRAY,MRI,EEG,EKG,DEFIBERATOR,AUTOCLAV,SIMRS,AMBULAN,BANKDARAH,DPRS
3173706,RSUmumHerminaKemayoran,5,15,17,16,38,1,2,1,28,2,0,6,2,3,136,10,28,8,13,4,1,9,4,3,5,5,1,0,0,2,30,0,3,2,5,0,0,0,0,0,3,0,0,1,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,5,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,188,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
3171790,RSUmumDaerahKecamatanTebet,0,0,0,0,25,0,0,0,3,0,0,4,1,1,34,19,2,2,1,1,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,8,0,0,1,0,0,29,0,14,5,5,2,0,0,0,5,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,120,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3172050,RSPusdikkes,0,8,9,29,28,0,0,0,3,0,0,7,2,2,88,10,2,2,3,2,0,2,1,2,2,1,2,0,2,1,2,0,1,2,1,0,0,0,1,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,7,2,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,8
3172757,RSUmumAdhyaksa,0,0,20,28,30,0,0,0,16,3,0,7,2,4,110,12,2,3,1,1,0,1,1,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,89,0,0,4,11,6,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,161,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3175414,RSUmumDaerahCilincing,0,0,0,0,8,0,0,0,0,1,0,6,0,0,15,13,3,2,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174518,RSUmumDaerahKecamatanKalideres,0,0,0,0,22,0,0,0,16,4,0,8,1,0,51,11,3,1,1,0,2,1,1,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,6,0,0,3,7,5,0,1,0,7,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,76,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3171795,RSUmumDaerahPasarMinggu,0,7,28,39,338,15,9,12,7,18,7,20,6,16,522,29,1,1,1,1,0,2,0,1,1,1,1,0,1,3,2,0,0,3,1,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,29,0,0,0,2,0,0,112,0,0,6,35,6,0,1,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,4,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3174523,RSUmumDaerahMatraman,0,0,0,0,28,0,0,0,0,3,0,0,0,0,31,13,2,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173705,RSUmumDaerahTanahAbang,0,0,0,0,25,0,0,0,5,0,0,2,0,1,33,11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,14,0,0,3,4,5,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,67,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,5
3171610,RSUmumHarapanKartini,4,8,6,22,0,0,0,0,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171676,RSUmumIndahMedika,0,0,0,50,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173131,RSJiwaDharmaJaya,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173244,RSKhususBedahKramatLima,0,0,0,0,44,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173372,RSBersalinAngkasa,0,0,0,0,35,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174395,RSUmumAlKamal,2,8,30,28,0,0,0,0,0,0,0,0,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174405,RSUmumManuela,6,15,17,12,0,0,0,0,0,0,0,0,0,0,50,0,2,2,1,1,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172751,RSGigiDanMulutAngkatanUdara,0,0,0,0,0,0,0,0,0,0,0,6,2,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31745165,RSIbudanAnakIbnuSina,0,0,2,8,13,0,0,0,15,2,0,4,2,0,46,5,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,10
3173697,RSGigidanMulutTNIALREMartadinata,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,7,2,0,0,4,6,4,0,0,3,0,0,54,0,0,0,0,0,1,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3
3174529,RSUmumCendana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3173699,RSUmumDaerahKemayoran,0,0,0,0,24,0,0,0,0,0,0,4,0,0,28,10,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,15,0,0,1,5,3,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4
3175410,RSUmumPekerja,0,1,4,12,12,0,0,0,3,0,0,6,1,1,40,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,4,4,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,11
3172760,RSIbudanAnakElShama,1,5,5,15,7,0,3,1,0,3,0,3,2,0,45,6,2,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3175411,RSUmumDutaIndah,0,4,4,8,10,0,0,0,2,0,0,5,2,0,35,6,3,2,2,1,4,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,3,0,0,2,0,4,15,0,4,2,0,3,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,11
3173698,RSUmumDaerahSawahBesar,0,0,0,0,33,0,0,0,0,2,0,4,0,0,39,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
3175412,RSUmumDaerahTuguKoja,0,0,0,0,46,0,0,0,0,1,0,7,0,0,54,9,3,3,1,1,0,1,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,3,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,10
3171792,RSUmumDaerahJagakarsa,0,0,0,0,22,0,0,0,2,3,0,3,0,0,30,8,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,5
3173701,RSUmumDaerahJoharBaru,0,0,0,0,27,0,0,0,3,2,0,3,0,3,38,13,3,2,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,30,0,15,0,0,2,0,1,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3
3171793,RSUmumDaerahMampangPrapatan,0,0,0,0,37,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172761,RSUmumDaerahKramatJati,0,0,0,0,26,0,0,0,0,0,0,3,0,0,29,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174519,RSUmumMitraKeluargaKalideres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,7,0,0,7,0,1,0,14,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9
3173700,RSUmumDaerahCempakaPutih,0,0,0,0,29,0,0,0,8,0,0,4,0,1,42,13,1,1,0,0,1,1,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,18,0,0,3,6,2,0,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,72,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,8
3175413,RSUmumDaerahPademangan,0,0,0,0,20,0,0,0,7,2,0,5,1,2,37,11,2,2,1,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,2,7,5,0,1,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,11
3174517,RSUmumDaerahKecamatanKembangan,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
3171796,RSUmumPetukangan,0,2,2,3,5,0,1,1,5,1,0,5,1,0,26,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,3,1,9,2,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172765,RSUmumALFauzan,0,1,2,4,6,0,0,0,3,1,0,3,1,1,22,6,3,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,12,1,2,1,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,9
3175416,RSUmumDaerahTanjungPriok,0,0,0,0,27,0,0,0,9,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,11
3174525,RSUmumDaerahTamanSari,0,0,0,0,54,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317541,RSMataPrimasana,1,2,6,6,12,0,0,0,0,0,0,2,3,0,32,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,9,0,0,1,2,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,6
3171800,RSUmumDaerahJatiPadang,0,0,0,0,48,0,0,0,5,1,0,5,1,1,61,9,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,15,3,2,2,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,72,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,9
3171801,RSUmumDaerahKebayoranBaru,0,0,0,0,36,0,0,0,5,1,0,4,1,1,48,12,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23,0,0,3,4,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,64,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,8
3173707,RSGigiDanMulutYARSI,0,1,2,0,0,0,0,0,0,0,0,4,1,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,1,0,3,0,5,0,0,0,0,0,5,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,8
3171802,RSKhususBedahHalimun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172769,RSUmumDrEUIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172770,RSIbudanAnakAlverniaAgusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3271104,RSUmumDaerahKotaBogor,0,6,32,12,224,7,0,0,0,7,0,4,4,16,312,24,7,7,4,3,1,3,2,3,1,2,2,0,0,1,4,0,2,3,3,0,0,0,3,2,4,8,0,0,8,5,1,1,0,0,0,0,0,1,0,15,6,0,0,4,0,0,301,0,43,7,37,11,0,0,0,21,0,9,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,1,0,0,2,8,0,0,578,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,12
3271126,RSUmumBogorMedicalCentre,13,35,17,6,16,4,0,0,0,0,0,0,0,0,91,13,4,4,3,1,1,6,4,2,2,1,2,0,0,0,4,0,1,2,3,0,1,0,0,0,4,0,1,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,182,0,0,2,25,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,6,0,0,297,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3271164,RSUmumMuliaPajajaran,9,18,16,25,31,0,0,0,12,3,3,7,3,0,127,11,5,7,3,3,1,2,1,1,3,1,2,0,0,1,7,0,1,3,1,0,0,1,0,0,4,3,1,0,0,8,1,0,0,0,0,0,0,0,0,5,4,0,0,2,0,2,20,0,2,2,7,4,0,0,0,8,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,4,0,1,141,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12
3201218,RSUmumIslamBogor,1,16,16,25,76,0,0,0,0,1,0,7,2,4,148,11,3,3,4,1,0,2,0,1,2,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,3,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,63,0,0,2,0,23,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,141,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,4
3271013,RSUmumPMIBogor,17,40,67,49,78,8,0,20,10,0,3,29,6,9,336,16,4,4,3,2,1,3,2,4,2,1,2,0,0,0,4,0,2,2,2,0,1,0,1,0,3,0,1,1,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,124,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,13
3201251,RSUmumSiloamHospitalsBogor,6,6,14,10,14,3,0,2,0,3,0,0,3,2,63,9,5,3,3,3,1,2,1,0,2,1,1,1,0,0,6,1,2,1,1,0,0,0,2,1,3,0,1,1,0,4,1,1,0,0,0,1,0,0,0,18,5,0,0,0,0,0,0,0,7,7,11,3,0,1,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,129,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13
3271115,RSUmumHerminaBogor,13,15,25,18,24,2,3,5,0,0,0,5,6,1,117,20,21,3,3,1,3,7,1,4,5,0,2,0,1,2,18,0,1,2,3,1,1,1,1,0,2,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,14
